,name,degree,betweenness,closeness,sum
7194,DineoTsamela,0.0013775369639085315,0.0,0.0,0.0013775369639085315
7628,CaubriereJef,0.0013775369639085315,0.0,0.0,0.0013775369639085315
8538,yawrategain44,0.0006428505831573147,0.0,0.0006945082193038847,0.0013373588024611993
7255,andrewbensonf1,0.0006428505831573147,0.0,0.0006747934692769328,0.0013176440524342475
9076,kimber66803239,0.0011938653687207272,4.048602392089734e-08,0.00012244773012520278,0.001316353584869851
7772,AnamorphiaHD,0.0005510147855634126,2.3616847287190109e-07,0.0007637567051694304,0.0013150076592057147
7395,Candice57413407,0.0006428505831573147,0.0,0.0006612177426760952,0.00130406832583341
8349,pirellisport,0.00045917898796951054,0.0,0.0008396415780013906,0.0012988205659709012
7894,JusticeForLewiz,0.0006428505831573147,0.0,0.0006530545606677483,0.001295905143825063
7556,f1_me1,0.0009183579759390211,1.686917663370722e-07,0.0003749961735084336,0.0012935228412137918
7389,RisDeSmy,0.0007346863807512168,2.0664741376291344e-07,0.0005510147855634127,0.0012859078137283924
7098,PowerOfCzech,0.0008265221783451189,1.686917663370722e-07,0.00045917898796951054,0.0012858698580809666
7302,Colette93858190,0.0011938653687207272,1.3495341306965776e-07,9.18357975939021e-05,0.001285836119727699
6982,RnbRnb7,0.0011938653687207272,9.27804714853897e-08,9.18357975939021e-05,0.0012857939467861147
7796,Becks_F1,0.0005510147855634126,0.0,0.0007346863807512168,0.0012857011663146294
7022,Tomellis_11,0.0012857011663146294,0.0,0.0,0.0012857011663146294
7090,ct4224,0.0012857011663146294,0.0,0.0,0.0012857011663146294
7277,LH44_SA,0.0012857011663146294,0.0,0.0,0.0012857011663146294
9245,utd_ice,0.0006428505831573147,0.0,0.0006428505831573147,0.0012857011663146294
8643,_markgallagher,0.0006428505831573147,0.0,0.0006428505831573147,0.0012857011663146294
7305,ScuderiaFerrari,0.0006428505831573147,0.0,0.0006428505831573147,0.0012857011663146294
7170,OrtelliD,0.0006428505831573147,0.0,0.0006428505831573147,0.0012857011663146294
7759,crazyandgrey,0.0012857011663146294,0.0,0.0,0.0012857011663146294
7130,LateBrakers,0.0006428505831573147,0.0,0.0006428505831573147,0.0012857011663146294
7854,s_m_customs_,0.0003673431903756084,0.0,0.000908293778942429,0.0012756369693180374
9298,PG876,0.0006428505831573147,0.0,0.0006206833216691315,0.0012635339048264463
7181,NoelCopperthwa1,0.0002755073927817063,4.892061223775093e-07,0.0009868320355485094,0.0012628286344525932
7479,mynameis_boris,0.0005510147855634126,0.0,0.0006923006280155696,0.0012433154135789823
7205,stanreport,0.0003673431903756084,0.0,0.0008624579252296893,0.0012298011156052977
8251,SLH44GOAT96,0.0005510147855634126,0.0,0.000666659864014993,0.0012176746495784056
9876,karranoconnor,0.0009183579759390211,1.1808423643595054e-07,0.00029387455230048677,0.0012123506124759437
7102,Fazywazy,0.0009183579759390211,4.5546776911009496e-07,0.0002869868674809441,0.0012058003111890753
7212,Les_Graham,0.00045917898796951054,0.0,0.000739059513969974,0.0011982385019394847
7559,sandzz77,0.0011020295711268251,1.9680706072658425e-08,9.18357975939021e-05,0.0011938850494267999
7501,FBengoua,0.0011938653687207272,0.0,0.0,0.0011938653687207272
9485,Sophie93310843,0.0011938653687207272,0.0,0.0,0.0011938653687207272
7809,cmadongo,0.0011938653687207272,0.0,0.0,0.0011938653687207272
9343,Ozzie_Osborne31,0.00045917898796951054,0.0,0.0007346863807512168,0.0011938653687207272
7213,MarilynMyers89,0.0007346863807512168,1.1808423643595054e-08,0.00041326108917255947,0.0011479592783474198
8528,warmvanxlla,0.0009183579759390211,2.2773388455504748e-07,0.00020663054458627974,0.0011252162544098559
7738,onthechicane,0.0005510147855634126,0.0,0.0005722076619312362,0.0011232224474946487
7062,SHZ_Koen,0.0007346863807512168,1.0964964811909693e-07,0.0003826491566412588,0.0011174451870405947
7903,williamrlward,0.0005510147855634126,0.0,0.0005624942602626504,0.001113509045826063
8118,amysavannah_95,0.0005510147855634126,0.0,0.0005624942602626504,0.001113509045826063
8930,PatrickHaggan,0.0002755073927817063,0.0,0.0008293920470199284,0.0011048994398016347
8288,mcliffo5,0.0005510147855634126,3.45818120990998e-07,0.0005510147855634127,0.0011023753892478163
8709,idkmate86362381,0.0007346863807512168,2.530376495056083e-08,0.0003673431903756084,0.0011020548748917757
7897,brocedes,0.0005510147855634126,0.0,0.0005510147855634127,0.0011020295711268251
8486,kenny_laemna,0.0005510147855634126,0.0,0.0005510147855634127,0.0011020295711268251
8213,JoseTDosReis,0.0011020295711268251,0.0,0.0,0.0011020295711268251
7518,DriverzF1,0.0005510147855634126,0.0,0.0005510147855634127,0.0011020295711268251
7193,ChrisMedlandF1,0.0005510147855634126,0.0,0.0005510147855634127,0.0011020295711268251
7517,lead2324,0.0005510147855634126,0.0,0.0005510147855634127,0.0011020295711268251
9529,MortierFabienne,0.0011020295711268251,0.0,0.0,0.0011020295711268251
7028,atomicseid,0.0011020295711268251,0.0,0.0,0.0011020295711268251
7441,thibautcourtois,0.0005510147855634126,0.0,0.0005510147855634127,0.0011020295711268251
8120,SimoneFalcetta,0.0011020295711268251,0.0,0.0,0.0011020295711268251
7235,LindsayPB,0.0006428505831573147,0.0,0.00045917898796951054,0.0011020295711268251
10535,eclipsejdrew,0.0011020295711268251,0.0,0.0,0.0011020295711268251
7423,hugoaaferreira,0.0006428505831573147,1.1808423643595054e-07,0.00045211469584690266,0.0010950833632406534
7776,JoH4LH44,9.18357975939021e-05,0.0,0.0009868320355485094,0.0010786678331424116
7505,4c2MzbSHJF4SCDN,0.0008265221783451189,0.0,0.00024489546025040557,0.0010714176385955244
7005,Dion95818930,0.0006428505831573147,2.3616847287190109e-07,0.0004198207890006953,0.0010629075406308817
7168,Damsel306,0.00045917898796951054,0.0,0.0006011070387964501,0.0010602860267659607
7644,nialli,0.0007346863807512168,7.591129485168249e-08,0.00029387455230048677,0.0010286368443465552
7182,LordHasALamb,0.0001836715951878042,0.0,0.0008326040192453773,0.0010162756144331815
7760,PaulDenney,0.0009183579759390211,1.3495341306965776e-07,9.18357975939021e-05,0.0010103287269459928
7588,Race_Dominator,0.0006428505831573147,6.325941237640208e-08,0.0003673431903756084,0.0010102570329452993
8111,GomesPaulomc,0.0010101937735329232,0.0,0.0,0.0010101937735329232
9830,Zednekzeman81,0.0010101937735329232,0.0,0.0,0.0010101937735329232
9849,lady_runy,0.0010101937735329232,0.0,0.0,0.0010101937735329232
7673,Krogsgaard97,0.00045917898796951054,0.0,0.0005343173678190668,0.0009934963557885774
8704,f1blag,0.00045917898796951054,0.0,0.0005313356860790051,0.0009905146740485156
8712,alanisnking,0.00045917898796951054,0.0,0.0005289741941408761,0.0009881531821103865
8725,Caio_Muaco,0.0007346863807512168,0.0,0.0002499974490056224,0.0009846838297568393
7480,IrisSanchez84,0.0007346863807512168,1.771263546539258e-07,0.00023614919381289114,0.0009710127009187619
10246,jreesnc,0.0003673431903756084,0.0,0.0005969326843603636,0.000964275874735972
8421,Browny_95,0.0006428505831573147,0.0,0.00030055351939822507,0.0009434041025555397
8110,JamesKurt_44,0.0003673431903756084,0.0,0.0005739737349618882,0.0009413169253374966
6993,dami_willis,0.0005510147855634126,7.591129485168249e-08,0.0003826491566412588,0.0009337398534995231
8811,wozzauk,0.0007346863807512168,2.9521059108987636e-08,0.0001836715951878042,0.00091838749699813
8084,SavMondo,0.0005510147855634126,2.530376495056083e-08,0.0003673431903756084,0.0009183832797039715
7399,ray_ban,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
8441,Vetteleclerc,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
9183,1990sF1,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
7091,Kneeeeeooooomh,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
8635,karunchandhok,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
7108,NavalAirHistory,0.0009183579759390211,0.0,0.0,0.0009183579759390211
7934,ChrisSu29369464,0.0009183579759390211,0.0,0.0,0.0009183579759390211
7846,davebradshaw_,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
7878,FormulaNerds_,0.0009183579759390211,0.0,0.0,0.0009183579759390211
7920,YouTube,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
8230,thanos876,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
7175,eggnchips2,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
7784,abline11,0.00045917898796951054,0.0,0.00045917898796951054,0.0009183579759390211
8539,NaturalParadigm,0.0003673431903756084,0.0,0.0005291491194696265,0.0008964923098452349
9699,siemerinkjob,9.18357975939021e-05,0.0,0.0007806042795481679,0.00087244007714207
9509,F1Jamez,9.18357975939021e-05,0.0,0.0007806042795481679,0.00087244007714207
9875,wbyron_luck,0.0006428505831573147,0.0,0.00020991039450034765,0.0008527609776576623
9874,AvrilJonesPhoto,0.0006428505831573147,0.0,0.00020991039450034765,0.0008527609776576623
8137,BrandonSeaber,0.0005510147855634126,0.0,0.00030055351939822507,0.0008515683049616376
7254,LoveRespect44,0.00045917898796951054,1.1246117755804813e-08,0.00039151050553189843,0.0008507007396191648
9505,DamienJB,0.0005510147855634126,2.0243011960448665e-07,0.00029387455230048677,0.0008450917679835038
7377,JustinTPursell,0.0005510147855634126,0.0,0.00027988052600046355,0.0008308953115638762
8713,danielricciardo,0.0003673431903756084,0.0,0.0004630054795359231,0.0008303486699115315
7329,KindessWins,0.0005510147855634126,3.289489443572908e-07,0.00027550739278170633,0.0008268511272894762
8228,B17TAS,0.0007346863807512168,1.3495341306965776e-07,9.18357975939021e-05,0.0008266571317581886
7040,_HenryMill,0.0007346863807512168,1.1808423643595054e-07,9.18357975939021e-05,0.0008266402625815549
8126,T_F_G_Mitchell,0.0007346863807512168,4.217294158426805e-08,9.18357975939021e-05,0.0008265643512867032
8615,northedge6,0.0007346863807512168,1.686917663370722e-08,9.18357975939021e-05,0.0008265390475217526
7178,tanyajunghans,0.00045917898796951054,8.43458831685361e-09,0.0003673431903756084,0.0008265306129334358
7426,all_serena,0.0008265221783451189,0.0,0.0,0.0008265221783451189
7251,Carni611,0.0008265221783451189,0.0,0.0,0.0008265221783451189
7228,LukmanAgboola3,0.0008265221783451189,0.0,0.0,0.0008265221783451189
8940,Spacs13,0.0008265221783451189,0.0,0.0,0.0008265221783451189
7381,Allthat08405576,0.0008265221783451189,0.0,0.0,0.0008265221783451189
8645,MrsPat8,0.0008265221783451189,0.0,0.0,0.0008265221783451189
9169,Travin213,0.0008265221783451189,0.0,0.0,0.0008265221783451189
10584,t07102836,0.0008265221783451189,0.0,0.0,0.0008265221783451189
7837,kwamelypstical,0.0008265221783451189,0.0,0.0,0.0008265221783451189
7995,CoffeeNCarsClub,0.0008265221783451189,0.0,0.0,0.0008265221783451189
9130,f1lu_,0.0008265221783451189,0.0,0.0,0.0008265221783451189
7030,Andrew80359499,0.0008265221783451189,0.0,0.0,0.0008265221783451189
8301,aryanminiar,0.0008265221783451189,0.0,0.0,0.0008265221783451189
8808,MissParisRenee,0.0003673431903756084,0.0,0.0004273896734177752,0.0007947328637933836
7671,KevinDadey,0.0003673431903756084,0.0,0.00041326108917255947,0.0007806042795481679
8483,LPenguin147,0.0003673431903756084,0.0,0.00040908673473647296,0.0007764299251120814
7289,JennaFryer,0.0003673431903756084,0.0,0.0004007380258643001,0.0007680812162399085
7557,goodysobu,0.0003673431903756084,5.904211821797527e-08,0.00039183273640064895,0.0007592349688944754
8925,Tarquin_Helmet,0.0003673431903756084,8.43458831685361e-09,0.00039151050553189843,0.0007588621304958237
7862,andrewje_home,0.0005510147855634126,3.092682382846324e-08,0.00020663054458627974,0.0007576762569735207
8375,goodblue77,0.00045917898796951054,0.0,0.00029387455230048677,0.0007530535402699973
7271,Jantjebetton,0.0003673431903756084,0.0,0.0003826491566412588,0.0007499923470168672
8417,brexitdone2020,0.0006428505831573147,1.686917663370722e-07,9.18357975939021e-05,0.0007348550725175539
8633,PitlaneParty,0.0006428505831573147,7.591129485168249e-08,9.18357975939021e-05,0.0007347622920460685
9746,WuxiaCultivator,0.0006428505831573147,3.654988270636564e-08,9.18357975939021e-05,0.0007347229306339232
8526,littlemissbusy5,0.0007346863807512168,0.0,0.0,0.0007346863807512168
8294,DJPUNKROG,0.0007346863807512168,0.0,0.0,0.0007346863807512168
7152,FaeezaDesai,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
7833,g_old_maind,0.00045917898796951054,0.0,0.00027550739278170633,0.0007346863807512168
7011,GambleRenea,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9379,benjhunt,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
9433,ShamiKalra,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9917,FloTheJoke,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9575,Mjacko1970,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9377,MissFayeHo,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
9376,OfficialBSB,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
8159,MaxPowerSupport,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9375,FHO_Racing,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
9374,TheHardCompound,0.0007346863807512168,0.0,0.0,0.0007346863807512168
8152,AstonMartinF1,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
7486,Evelynm57864806,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9378,SunSport,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
9083,Joseph_Cote,0.0006428505831573147,0.0,9.18357975939021e-05,0.0007346863807512168
7691,doc_lamb,0.0007346863807512168,0.0,0.0,0.0007346863807512168
7186,asset_khtva,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
7836,JoePompliano,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
10500,jetdoc10,0.0007346863807512168,0.0,0.0,0.0007346863807512168
7941,F1Atika,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9477,tearea13,0.0007346863807512168,0.0,0.0,0.0007346863807512168
8186,JSaylorIII,0.00045917898796951054,0.0,0.00027550739278170633,0.0007346863807512168
10049,Ezegames_RL,0.0007346863807512168,0.0,0.0,0.0007346863807512168
8487,DashThony,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
8095,MissChristelleG,0.0007346863807512168,0.0,0.0,0.0007346863807512168
6983,abdilla_faishal,0.0006428505831573147,0.0,9.18357975939021e-05,0.0007346863807512168
8285,FreemanLowell01,0.0003673431903756084,0.0,0.0003673431903756084,0.0007346863807512168
9801,JohnShort70,0.0007346863807512168,0.0,0.0,0.0007346863807512168
9082,AssumRob,0.0006428505831573147,0.0,9.18357975939021e-05,0.0007346863807512168
9002,gpse7en,0.0007346863807512168,0.0,0.0,0.0007346863807512168
10355,isoldevh,0.0007346863807512168,0.0,0.0,0.0007346863807512168
